primary_accession,lineage,assembler,assembler_version,wall_clock_seconds,peak_mem_in_gbs,n50,l50,num_contigs,assembly_length,largest_contig,srr_id
ERZ9422808,root:Environmental:Aquatic:Marine,metaspades,3.15.3,434410,157,810,19163,65021,55978458,38987,SRR13122103
ERZ9422810,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1854394,238,718,19167,55808,42716091,9524,SRR13122107
ERZ9422849,root:Environmental:Aquatic:Marine,metaspades,3.15.3,923294,329,778,34053,111531,93092388,97615,SRR13122108
ERZ9422819,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1105927,175,819,22062,76979,67307881,50290,SRR13122109
ERZ9422820,root:Environmental:Aquatic:Marine,metaspades,3.15.3,2040658,216,661,18426,47436,32780529,4405,SRR13122111
ERZ9422859,root:Environmental:Aquatic:Marine,metaspades,3.15.3,396517,110,781,25173,75618,61079445,21136,SRR13122114
ERZ9422854,root:Environmental:Aquatic:Marine,metaspades,3.15.3,500180,148,644,8219,20957,14213354,7083,SRR13122116
ERZ9422863,root:Environmental:Aquatic:Marine,metaspades,3.15.3,498776,182,763,23982,72576,58093745,24304,SRR13122124
ERZ9422895,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1048701,329,805,56511,176480,146815595,24255,SRR13122127
ERZ9422879,root:Environmental:Aquatic:Marine,metaspades,3.15.3,887295,166,775,38154,118397,96574030,27982,SRR13122130
ERZ9422897,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1659001,252,765,41921,126232,100911947,23294,SRR13122132
ERZ9422890,root:Environmental:Aquatic:Marine,metaspades,3.15.3,416871,112,794,31193,98078,81230086,38943,SRR13122134
ERZ9422869,root:Environmental:Aquatic:Marine,metaspades,3.15.3,98993,49,652,6353,16485,11384478,7484,SRR13122136
ERZ9422909,root:Environmental:Aquatic:Marine,metaspades,3.15.3,590469,190,801,39200,125063,104751775,30905,SRR13122140
ERZ9422898,root:Environmental:Aquatic:Marine,metaspades,3.15.3,633094,123,796,23409,73964,61380926,19808,SRR13122142
ERZ9422918,root:Environmental:Aquatic:Marine,metaspades,3.15.3,270304,117,858,28662,96945,85393843,31610,SRR13122144
ERZ9422914,root:Environmental:Aquatic:Marine,metaspades,3.15.3,458352,130,740,16193,47133,36548626,11199,SRR13122147
ERZ9423129,root:Environmental:Aquatic:Marine,metaspades,3.15.3,639747,207,851,41035,137821,120700921,33619,SRR13122148
ERZ9422970,root:Environmental:Aquatic:Marine,metaspades,3.15.3,400579,114,857,34947,119471,105799070,79406,SRR13122151
ERZ9422971,root:Environmental:Aquatic:Marine,metaspades,3.15.3,472111,119,860,37593,128325,113631980,38324,SRR13122153
ERZ9422979,root:Environmental:Aquatic:Marine,metaspades,3.15.3,2070110,298,791,44692,141307,116946357,22759,SRR13122157
ERZ9422935,root:Environmental:Aquatic:Marine,metaspades,3.15.3,340972,110,698,8647,24603,18367513,13416,SRR13122158
ERZ9422941,root:Environmental:Aquatic:Marine,metaspades,3.15.3,542431,159,693,19423,53228,38926798,9822,SRR13122162
ERZ9423008,root:Environmental:Aquatic:Marine,metaspades,3.15.3,864139,204,947,49945,185369,176079126,51422,SRR13122166
ERZ9422980,root:Environmental:Aquatic:Marine,metaspades,3.15.3,501967,123,885,33539,113785,102100519,36266,SRR13122172
ERZ9422969,root:Environmental:Aquatic:Marine,metaspades,3.15.3,860330,142,705,13335,37706,28186740,81929,SRR13122174
ERZ9422984,root:Environmental:Aquatic:Marine,metaspades,3.15.3,587220,156,801,28862,91522,76315306,19824,SRR13122179
ERZ9423004,root:Environmental:Aquatic:Marine,metaspades,3.15.3,656478,249,766,32934,99078,79167495,18174,SRR13122180
ERZ9423043,root:Environmental:Aquatic:Marine,metaspades,3.15.3,467785,103,876,24193,82488,73636616,28238,SRR13122183
ERZ9423042,root:Environmental:Aquatic:Marine,metaspades,3.15.3,2006564,200,702,24473,68668,51119456,12623,SRR13122185
ERZ9423045,root:Environmental:Aquatic:Marine,metaspades,3.15.3,360769,113,778,24693,74946,60656429,23384,SRR13122192
ERZ9423135,root:Environmental:Aquatic:Marine,metaspades,3.15.3,825694,176,962,44799,168826,162729245,91829,SRR13122195
ERZ9423048,root:Environmental:Aquatic:Marine,metaspades,3.15.3,242046,104,854,25276,84027,73555657,25833,SRR13122201
ERZ9423049,root:Environmental:Aquatic:Marine,metaspades,3.15.3,608620,116,775,27209,81621,65756077,11549,SRR13122202
ERZ9423083,root:Environmental:Aquatic:Marine,metaspades,3.15.3,401788,147,890,40093,135129,121200098,25393,SRR13122203
ERZ9423132,root:Environmental:Aquatic:Marine,metaspades,3.15.3,384375,108,830,29077,94494,80890828,30030,SRR13122206
ERZ9423137,root:Environmental:Aquatic:Marine,metaspades,3.15.3,959720,198,777,35598,111449,91425274,29320,SRR13122207
ERZ9423190,root:Environmental:Aquatic:Marine,metaspades,3.15.3,404206,109,790,28566,86536,70583855,22865,SRR13122208
ERZ9423193,root:Environmental:Aquatic:Marine,metaspades,3.15.3,594629,168,749,29028,84127,65603136,27371,SRR13122211
ERZ9423131,root:Environmental:Aquatic:Marine,metaspades,3.15.3,645301,117,730,23671,67684,51766993,20973,SRR13122220
ERZ9423194,root:Environmental:Aquatic:Marine,metaspades,3.15.3,849820,126,728,27133,77317,59054303,14010,SRR13122221
ERZ9423192,root:Environmental:Aquatic:Marine,metaspades,3.15.3,466226,112,732,24456,71047,54862986,21997,SRR13122226
ERZ9423200,root:Environmental:Aquatic:Marine,metaspades,3.15.3,438157,167,852,30722,100862,87836136,24476,SRR13122229
ERZ9423288,root:Environmental:Aquatic:Marine,metaspades,3.15.3,237658,112,744,22242,65197,50889497,26608,SRR13122232
ERZ9423211,root:Environmental:Aquatic:Marine,metaspades,3.15.3,443030,164,747,28253,82958,64933322,38697,SRR13122237
ERZ9423212,root:Environmental:Aquatic:Marine,metaspades,3.15.3,655903,109,849,30884,101475,88369069,20823,SRR13122239
ERZ9423208,root:Environmental:Aquatic:Marine,metaspades,3.15.3,335839,129,765,33980,101785,81422608,35550,SRR13122243
ERZ9423213,root:Environmental:Aquatic:Marine,metaspades,3.15.3,374711,110,867,41514,137993,121798695,26751,SRR13122245
ERZ9423268,root:Environmental:Aquatic:Marine,metaspades,3.15.3,372871,121,827,39448,123893,104922373,19606,SRR13122246
ERZ9423230,root:Environmental:Aquatic:Marine,metaspades,3.15.3,519199,102,709,15037,42983,32411018,14774,SRR13122248
ERZ9423287,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1267303,236,809,52276,167824,141499819,62156,SRR13122249
ERZ9423231,root:Environmental:Aquatic:Marine,metaspades,3.15.3,469862,125,679,13999,37596,26923119,19591,SRR13122250
ERZ9423236,root:Environmental:Aquatic:Marine,metaspades,3.15.3,590110,165,706,14255,40303,30180013,16118,SRR13122251
ERZ9423275,root:Environmental:Aquatic:Marine,metaspades,3.15.3,420427,118,851,37181,123544,108016101,57460,SRR13122252
ERZ9423316,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1293080,332,843,64214,209922,181629033,37599,SRR13122253
ERZ9423269,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1243750,192,785,29362,93512,77646779,26477,SRR13122259
ERZ9423270,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1190258,171,805,28955,95981,81835007,60024,SRR13122261
ERZ9423271,root:Environmental:Aquatic:Marine,metaspades,3.15.3,461087,118,803,17516,55694,46508466,20387,SRR13122262
ERZ9423302,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1005935,261,854,45016,150571,132513795,72718,SRR13122264
ERZ9423315,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1039815,201,865,37516,128537,114616117,123135,SRR13122265
ERZ9423345,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1611292,422,841,55431,183174,158993121,91306,SRR13122266
ERZ9423314,root:Environmental:Aquatic:Marine,metaspades,3.15.3,598233,103,825,23661,75670,64318127,24752,SRR13122268
ERZ9423301,root:Environmental:Aquatic:Marine,metaspades,3.15.3,271947,114,823,18525,62626,54135849,35005,SRR13122273
ERZ9423319,root:Environmental:Aquatic:Marine,metaspades,3.15.3,357461,127,821,32292,100946,84860462,30719,SRR13122274
ERZ9423318,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1205491,204,749,28713,84248,66066977,25844,SRR13122276
ERZ9423346,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1173100,173,1011,41483,158979,156806100,45803,SRR13122278
ERZ9423420,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1364321,162,766,28573,85602,68325214,27655,SRR13122281
ERZ9423354,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1695400,237,815,39408,125742,106101557,35345,SRR13122282
ERZ9423326,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1668451,181,721,23477,66570,50478744,24071,SRR13122283
ERZ9423342,root:Environmental:Aquatic:Marine,metaspades,3.15.3,412740,139,725,16397,47917,36844878,25698,SRR13122284
ERZ9423414,root:Environmental:Aquatic:Marine,metaspades,3.15.3,498586,173,865,54823,189602,169305181,151146,SRR12480209
ERZ9423343,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1664497,105,711,15149,41262,30468710,7910,SRR12480224
ERZ9423413,root:Environmental:Aquatic:Marine,metaspades,3.15.3,5396176,398,801,50585,154189,126658088,27983,SRR12480236
ERZ9423418,root:Environmental:Aquatic:Marine,metaspades,3.15.3,6651778,414,793,51645,157361,128634248,13765,SRR12480237
ERZ9423373,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1170634,90,788,27831,83135,67204080,16768,SRR12480287
ERZ9423353,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1988757,124,599,1956,4610,2872159,1746,SRR12480311
ERZ9423411,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1264462,116,678,11211,29930,21366495,5364,SRR12480316
ERZ9423474,root:Environmental:Aquatic:Marine,metaspades,3.15.3,315673,101,806,31062,97608,81441469,39725,SRR12480320
ERZ9423477,root:Environmental:Aquatic:Marine,metaspades,3.15.3,678101,154,727,28082,79514,60367977,14240,SRR12480322
ERZ9423472,root:Environmental:Aquatic:Marine,metaspades,3.15.3,460219,114,786,36947,116220,95914736,28762,SRR12480323
ERZ9423481,root:Environmental:Aquatic:Marine,metaspades,3.15.3,824975,136,718,26720,74981,56506649,22160,SRR12480324
ERZ9423480,root:Environmental:Aquatic:Marine,metaspades,3.15.3,285362,120,754,22992,69695,55470309,22155,SRR12480325
ERZ9423509,root:Environmental:Aquatic:Marine,metaspades,3.15.3,1489332,224,802,49150,152968,126766989,35394,SRR12480327
ERZ9423483,root:Environmental:Aquatic:Marine,metaspades,3.15.3,537648,129,800,36891,113910,94110609,21015,SRR12480328
ERZ9423482,root:Environmental:Aquatic:Marine,metaspades,3.15.3,503305,109,701,27340,75800,56070604,17962,SRR12480329
ERZ9423619,root:Environmental:Aquatic:Marine,metaspades,3.15.3,610283,116,795,38284,121550,101270225,19204,SRR12480333
ERZ9423559,root:Environmental:Aquatic:Marine,metaspades,3.15.3,333896,116,858,46893,155254,136167566,36693,SRR12480336
ERZ9423596,root:Environmental:Aquatic:Marine,metaspades,3.15.3,422743,124,1021,52613,209286,209263295,67175,SRR12480361
ERZ9515148,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,172107,20,11454,1291,24977,80022487,558713,SRR11267042
ERZ9515139,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,155520,18,11387,872,18096,56844582,635089,SRR11267043
ERZ9515177,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,197818,46,4241,3281,39189,81914170,481430,SRR11267044
ERZ9515156,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,304057,66,3475,4206,40973,80348748,217678,SRR11267045
ERZ9515178,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,231355,56,4077,4138,43532,89129867,423097,SRR11267046
ERZ9515175,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,225463,55,3215,4455,41927,78301590,161871,SRR11267047
ERZ9515141,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,275767,64,3623,4338,46858,90480487,264370,SRR11267048
ERZ9515144,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,340130,84,3051,5780,51220,92589693,242297,SRR11267049
ERZ9515142,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,391484,96,2852,5831,47802,85866168,249197,SRR11267050
ERZ9515160,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,267069,57,3137,4132,37688,71762329,561146,SRR11267051
ERZ9515140,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,260934,73,4270,3077,36413,80774788,1340292,SRR11267052
ERZ9515172,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,286309,66,2992,5326,44963,83208555,186305,SRR11267053
ERZ9515138,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,179475,17,12470,844,16795,57212933,517215,SRR11267054
ERZ9515143,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,286951,70,2233,7205,51037,81543316,376046,SRR11267055
ERZ9515167,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,253490,70,2635,4948,42211,74016340,343313,SRR11267056
ERZ9515173,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,241849,43,3520,4726,45227,91750780,282050,SRR11267057
ERZ9515152,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,215381,39,2918,5752,45756,85637855,345073,SRR11267058
ERZ9515133,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,280516,50,3075,4915,45931,84741023,277510,SRR11267059
ERZ9515179,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,309609,82,2843,9556,71917,128166430,282031,SRR11267060
ERZ9515146,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,329550,85,2761,8203,75562,133387180,877001,SRR11267061
ERZ9515149,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,345635,89,2817,9902,82926,146791777,560280,SRR11267062
ERZ9515153,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,217964,80,2620,7408,59264,100820952,184655,SRR11267063
ERZ9515147,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,230881,54,2858,7789,59667,109195473,397866,SRR11267064
ERZ9515174,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,179336,17,9938,997,19213,57682776,742858,SRR11267065
ERZ9515176,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,225837,33,10370,1394,20879,71736831,222352,SRR11267066
ERZ9515171,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,360650,67,10702,1321,25097,75015116,247455,SRR11267067
ERZ9515166,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,263992,39,9242,1258,20081,59297406,353867,SRR11267068
ERZ9515132,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,216398,38,13408,962,15967,62988632,236171,SRR11267069
ERZ9515155,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,335476,50,12806,1133,22297,80850311,367870,SRR11267070
ERZ9515150,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,268318,40,10158,1396,23613,67199398,209958,SRR11267071
ERZ9515168,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,250119,39,11290,1228,16921,61726687,237084,SRR11267072
ERZ9515158,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,217428,25,12374,1038,19040,61441780,237181,SRR11267073
ERZ9515154,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,329220,43,8888,1579,20039,67676891,1286574,SRR11267074
ERZ9515162,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,309843,27,10783,1382,22580,74149256,186512,SRR11267075
ERZ9515159,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,235986,20,11173,916,15910,54245155,744541,SRR11267076
ERZ9515170,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,166334,17,12024,907,16059,59454632,306425,SRR11267077
ERZ9515161,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,255383,31,12590,1292,22921,80173614,606245,SRR11267078
ERZ9515164,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,219777,25,9398,1592,29104,78053107,494903,SRR11267079
ERZ9515169,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,225927,24,7993,2295,35448,97109245,494899,SRR11267080
ERZ9515165,root:Host-associated:Insecta:Digestive system,metaspades,3.15.3,196415,24,12204,1282,22509,80306530,718734,SRR11267081
ERZ12298677,root:Host-associated:Human:Skin,metaspades,3.15.3,473612,50,3341,218,2930,4768119,80599,ERR4605112
ERZ12298683,root:Host-associated:Human:Skin,metaspades,3.15.3,640711,69,636,759,1936,1312158,7478,ERR4605113
ERZ12298731,root:Host-associated:Human:Skin,metaspades,3.15.3,684056,46,621,170,409,263776,1870,ERR4605114
ERZ12298738,root:Host-associated:Human:Skin,metaspades,3.15.3,994749,52,1246,2437,11266,12651069,34563,ERR4605115
ERZ12298662,root:Host-associated:Human:Skin,metaspades,3.15.3,948122,42,1047,1387,4762,4700286,8820,ERR4605116
ERZ12298688,root:Host-associated:Human:Skin,metaspades,3.15.3,906939,60,956,1817,5922,5515576,8218,ERR4605117
ERZ12298754,root:Host-associated:Human:Skin,metaspades,3.15.3,650100,49,1278,1969,8961,10727589,82389,ERR4605118
ERZ12298720,root:Host-associated:Human:Skin,metaspades,3.15.3,264320,26,10428,581,7705,26486114,184745,ERR4605119
ERZ12298698,root:Host-associated:Human:Skin,metaspades,3.15.3,108371,20,14636,346,7128,25918664,221190,ERR4605120
ERZ12298734,root:Host-associated:Human:Skin,metaspades,3.15.3,733050,38,3902,191,2308,4825322,132259,ERR4605121
ERZ12298686,root:Host-associated:Human:Skin,metaspades,3.15.3,600160,54,2691,2321,19671,33478163,153604,ERR4605122
ERZ12298747,root:Host-associated:Human:Skin,metaspades,3.15.3,33884,11,54537,25,632,4663395,183682,ERR4605123
ERZ12298717,root:Host-associated:Human:Skin,metaspades,3.15.3,458962,30,3419,709,8101,13920927,103383,ERR4605124
ERZ12298661,root:Host-associated:Human:Skin,metaspades,3.15.3,360715,74,641,14914,38051,25941065,6773,ERR4605125
ERZ12298755,root:Host-associated:Human:Skin,metaspades,3.15.3,59528,13,9701,115,4244,8163644,111582,ERR4605126
ERZ12298710,root:Host-associated:Human:Skin,metaspades,3.15.3,64421,16,12041,325,3265,16622972,271838,ERR4605127
ERZ12298721,root:Host-associated:Human:Skin,metaspades,3.15.3,374601,51,847,20430,73161,65573922,37904,ERR4605128
ERZ12298750,root:Host-associated:Human:Skin,metaspades,3.15.3,229122,31,6502,430,5234,15113822,108114,ERR4605129
ERZ12298729,root:Host-associated:Human:Skin,metaspades,3.15.3,365229,42,1394,4533,19230,22966181,46746,ERR4605130
ERZ12298733,root:Host-associated:Human:Skin,metaspades,3.15.3,380147,68,784,3352,9824,7913601,32445,ERR4605131
ERZ12298702,root:Host-associated:Human:Skin,metaspades,3.15.3,324433,46,1030,6903,27027,27182967,34318,ERR4605132
ERZ12298761,root:Host-associated:Human:Skin,metaspades,3.15.3,1739689,230,1470,7590,39424,50206279,63401,ERR4605133
ERZ12298744,root:Host-associated:Human:Skin,metaspades,3.15.3,67724,14,3240,3160,17288,35015738,21504,ERR4605134
ERZ12298664,root:Host-associated:Human:Skin,metaspades,3.15.3,137914,25,3556,1594,16521,32668662,154988,ERR4605135
ERZ12298691,root:Host-associated:Human:Skin,metaspades,3.15.3,85622,15,3892,822,10596,22398372,541233,ERR4605136
ERZ12298728,root:Host-associated:Human:Skin,metaspades,3.15.3,92301,28,1981,655,6386,9633897,352309,ERR4605137
ERZ12298751,root:Host-associated:Human:Skin,metaspades,3.15.3,250184,26,14829,149,3225,9093580,103742,ERR4605138
ERZ12298695,root:Host-associated:Human:Skin,metaspades,3.15.3,337783,39,10163,196,2187,8371991,92237,ERR4605139
ERZ12298723,root:Host-associated:Human:Skin,metaspades,3.15.3,444916,36,897,19822,64824,58336489,35962,ERR4605140
